srcip,srcport,dstip,dstport,proto,total_fpackets ,total_fvolume ,total_bpackets ,total_bvolume ,min_fpktl ,mean_fpktl ,max_fpktl ,std_fpktl ,min_bpktl ,mean_bpktl ,max_bpktl ,std_bpktl ,min_fiat ,mean_fiat ,max_fiat ,std_fiat ,min_biat ,mean_biat ,max_biat ,std_biat ,duration ,min_active ,mean_active ,max_active ,std_active ,min_idle ,mean_idle ,max_idle ,std_idle ,sflow_fpackets ,sflow_fbytes ,sflow_bpackets ,sflow_bbytes ,total_fhlen ,total_bhlen ,"label(1=malware), (0=normal)"
10.0.2.15,53748,212.58.244.39,80,6,6,1533,5,576,40,255,1325,523,40,115,412,165,356,92618,243280,131570,10924,17874,24824,9828,16736201,249,92787,277855,160273,3704467,8228919,12753371,6398541,2,511,1,192,248,204,0
10.0.2.15,59765,8.8.8.8,53,17,1,67,1,83,67,67,67,0,83,83,83,0,0,0,0,0,0,0,0,0,168056,168056,168056,168056,0,0,0,0,0,1,67,1,83,28,20,0
10.0.2.15,52225,8.8.8.8,53,17,1,70,1,138,70,70,70,0,138,138,138,0,0,0,0,0,0,0,0,0,18154,18154,18154,18154,0,0,0,0,0,1,70,1,138,28,20,0
10.0.2.15,53747,190.93.246.15,80,6,7,792,6,753,40,113,543,189,40,125,549,207,257,310320,978690,460927,960,343404,978151,550277,53318274,246,413842,978690,506454,7258538,26038373,44818208,26558697,2,264,2,251,288,244,0
10.0.2.15,53746,23.23.200.174,80,6,7,1166,6,457,40,166,917,330,40,76,253,86,441,145576,320480,162082,881,59635,118390,83091,63683551,136,109334,436729,218263,2478058,21082071,44810357,21626361,1,291,1,114,288,244,0
10.0.2.15,62839,8.8.8.8,53,17,1,67,1,83,67,67,67,0,83,83,83,0,0,0,0,0,0,0,0,0,32791,32791,32791,32791,0,0,0,0,0,1,67,1,83,28,20,0
10.0.2.15,53750,104.40.141.105,443,6,5,253,4,164,40,50,85,19,40,41,44,2,239,12020,23938,13490,621,8179,23058,12886,48220,48220,48220,48220,0,0,0,0,0,5,253,4,164,208,164,0
10.0.2.15,53751,104.40.141.105,443,6,5,253,4,164,40,50,85,19,40,41,44,2,246,14406,28742,16247,899,9948,27593,15282,57731,57731,57731,57731,0,0,0,0,0,5,253,4,164,208,164,0
10.0.2.15,53752,104.40.141.105,443,6,5,253,4,164,40,50,85,19,40,41,44,2,248,12077,24417,13584,601,8093,22858,12787,48445,48445,48445,48445,0,0,0,0,0,5,253,4,164,208,164,0
10.0.2.15,53753,104.40.141.105,443,6,5,241,4,164,40,48,73,14,40,41,44,2,240,11889,23682,13361,631,8246,23260,13002,47695,47695,47695,47695,0,0,0,0,0,5,241,4,164,208,164,0
10.0.2.15,53143,173.194.116.245,443,17,4,4199,3,2816,65,1049,1378,656,60,938,1378,760,1814,4735,7508,2849,9966,17419,24872,10540,36613,36613,36613,36613,0,0,0,0,0,4,4199,3,2816,88,60,0
10.0.2.15,53142,8.8.8.8,53,17,1,61,1,120,61,61,61,0,120,120,120,0,0,0,0,0,0,0,0,0,21027,21027,21027,21027,0,0,0,0,0,1,61,1,120,28,20,0
10.0.2.15,53386,173.194.116.227,443,6,48,4739,56,8742,40,98,862,139,40,156,1460,329,101,25327,331867,67114,19,10866,113030,21007,841934065,151,30249,372524,85486,3788603,40060408,45019335,11432030,2,215,2,397,1928,2244,0
10.0.2.15,61841,8.8.8.8,53,17,1,71,1,148,71,71,71,0,148,148,148,0,0,0,0,0,0,0,0,0,19505,19505,19505,19505,0,0,0,0,0,1,71,1,148,28,20,0
10.0.2.15,63629,8.8.8.8,53,17,1,61,1,258,61,61,61,0,258,258,258,0,0,0,0,0,0,0,0,0,19456,19456,19456,19456,0,0,0,0,0,1,61,1,258,28,20,0
10.0.2.15,62288,8.8.8.8,53,17,1,65,1,265,65,65,65,0,265,265,265,0,0,0,0,0,0,0,0,0,19613,19613,19613,19613,0,0,0,0,0,1,65,1,265,28,20,0
10.0.2.15,61350,8.8.8.8,53,17,1,60,1,140,60,60,60,0,140,140,140,0,0,0,0,0,0,0,0,0,20589,20589,20589,20589,0,0,0,0,0,1,60,1,140,28,20,0
10.0.2.15,58061,8.8.8.8,53,17,1,59,1,123,59,59,59,0,123,123,123,0,0,0,0,0,0,0,0,0,19856,19856,19856,19856,0,0,0,0,0,1,59,1,123,28,20,0
10.0.2.15,62097,8.8.8.8,53,17,1,58,1,151,58,58,58,0,151,151,151,0,0,0,0,0,0,0,0,0,20264,20264,20264,20264,0,0,0,0,0,1,58,1,151,28,20,0
10.0.2.15,53731,74.125.200.94,443,6,18,1371,21,5699,40,76,315,77,40,271,1460,504,113,131219,511984,185760,16,66491,302470,126614,240934915,214,206464,1443044,545280,14676053,39914943,45008596,12364762,2,195,3,814,728,844,0
10.0.2.15,53754,77.72.116.213,80,6,6,2356,5,564,40,392,1500,600,40,112,400,160,1047,22315,56115,29906,49,14499,55638,27432,111789,111789,111789,111789,0,0,0,0,0,6,2356,5,564,248,204,0
10.0.2.15,52580,8.8.8.8,53,17,1,70,1,156,70,70,70,0,156,156,156,0,0,0,0,0,0,0,0,0,20451,20451,20451,20451,0,0,0,0,0,1,70,1,156,28,20,0
10.0.2.15,53550,8.8.8.8,53,17,1,61,1,237,61,61,61,0,237,237,237,0,0,0,0,0,0,0,0,0,19659,19659,19659,19659,0,0,0,0,0,1,61,1,237,28,20,0
10.0.2.15,50340,8.8.8.8,53,17,1,61,1,125,61,61,61,0,125,125,125,0,0,0,0,0,0,0,0,0,20734,20734,20734,20734,0,0,0,0,0,1,61,1,125,28,20,0
10.0.2.15,61842,173.194.112.75,443,17,5,4267,4,4191,65,853,1378,718,57,1047,1378,660,16058,39578,90090,34939,25177,40345,52161,13800,158312,158312,158312,158312,0,0,0,0,0,5,4267,4,4191,108,80,0
10.0.2.15,55173,8.8.8.8,53,17,1,61,1,125,61,61,61,0,125,125,125,0,0,0,0,0,0,0,0,0,19239,19239,19239,19239,0,0,0,0,0,1,61,1,125,28,20,0
10.0.2.15,56403,8.8.8.8,53,17,1,73,1,146,73,73,73,0,146,146,146,0,0,0,0,0,0,0,0,0,19260,19260,19260,19260,0,0,0,0,0,1,73,1,146,28,20,0
10.0.2.15,60570,8.8.8.8,53,17,1,65,1,106,65,65,65,0,106,106,106,0,0,0,0,0,0,0,0,0,924,924,924,924,0,0,0,0,0,1,65,1,106,28,20,0
10.0.2.15,63728,8.8.8.8,53,17,1,61,1,258,61,61,61,0,258,258,258,0,0,0,0,0,0,0,0,0,21085,21085,21085,21085,0,0,0,0,0,1,61,1,258,28,20,0
10.0.2.15,55289,8.8.8.8,53,17,1,72,1,248,72,72,72,0,248,248,248,0,0,0,0,0,0,0,0,0,20678,20678,20678,20678,0,0,0,0,0,1,72,1,248,28,20,0
10.0.2.15,58449,8.8.8.8,53,17,1,72,1,248,72,72,72,0,248,248,248,0,0,0,0,0,0,0,0,0,21371,21371,21371,21371,0,0,0,0,0,1,72,1,248,28,20,0
10.0.2.15,58731,8.8.8.8,53,17,1,60,1,140,60,60,60,0,140,140,140,0,0,0,0,0,0,0,0,0,20230,20230,20230,20230,0,0,0,0,0,1,60,1,140,28,20,0
10.0.2.15,57007,8.8.8.8,53,17,1,72,1,248,72,72,72,0,248,248,248,0,0,0,0,0,0,0,0,0,19330,19330,19330,19330,0,0,0,0,0,1,72,1,248,28,20,0
10.0.2.15,52581,173.194.122.25,443,17,5,3310,4,3350,65,662,1378,669,60,837,1378,653,15602,28916,43688,14099,23452,25686,27920,3159,5163410,43688,48915,54143,7392,5065579,5065579,5065579,0,2,1655,2,1675,108,80,0
10.0.2.15,50238,8.8.8.8,53,17,1,60,1,140,60,60,60,0,140,140,140,0,0,0,0,0,0,0,0,0,19483,19483,19483,19483,0,0,0,0,0,1,60,1,140,28,20,0
10.0.2.15,58845,8.8.8.8,53,17,1,60,1,140,60,60,60,0,140,140,140,0,0,0,0,0,0,0,0,0,323450,323450,323450,323450,0,0,0,0,0,1,60,1,140,28,20,0
10.0.2.15,57134,8.8.8.8,53,17,1,60,1,140,60,60,60,0,140,140,140,0,0,0,0,0,0,0,0,0,18286,18286,18286,18286,0,0,0,0,0,1,60,1,140,28,20,0
10.0.2.15,55359,8.8.8.8,53,17,1,57,1,262,57,57,57,0,262,262,262,0,0,0,0,0,0,0,0,0,27599,27599,27599,27599,0,0,0,0,0,1,57,1,262,28,20,0
10.0.2.15,57135,173.194.122.16,443,17,190,36986,159,174563,65,194,1378,269,61,1097,1378,504,105,5316,212779,25519,7,6291,239310,31651,1004813,1004813,1004813,1004813,0,0,0,0,0,190,36986,159,174563,3808,3180,0
10.0.2.15,53726,195.113.232.73,80,6,688,27951,3373,4776442,40,40,457,15,40,1416,1460,227,62,2714,210302,14250,5,541,210978,6711,305716935,163,230863,1827837,645304,33849092,43410004,45006185,4215966,86,3493,421,597055,27528,134924,0
10.0.2.15,53717,23.14.94.140,80,6,12,850,11,641,40,70,396,102,40,58,237,59,393,109428,411178,201296,849,74229,214853,121822,309277799,112,54911,419631,147500,38998822,44119787,45012961,2259279,1,106,1,80,488,444,0
10.0.2.15,53716,23.14.94.140,80,6,12,861,11,594,40,71,407,105,40,54,190,45,423,112045,422228,206901,1325,74336,214137,121111,309505164,111,56210,431022,151562,39207710,44150782,45018925,2181014,1,107,1,74,488,444,0
10.0.2.15,56426,173.194.116.244,443,17,9,3565,11,6104,65,396,1378,566,57,554,1378,604,399,50445,223577,79015,34,37668,200365,66299,403565,403565,403565,403565,0,0,0,0,0,9,3565,11,6104,188,220,0
10.0.2.15,65320,8.8.8.8,53,17,1,61,1,271,61,61,61,0,271,271,271,0,0,0,0,0,0,0,0,0,21163,21163,21163,21163,0,0,0,0,0,1,61,1,271,28,20,0
10.0.2.15,56423,8.8.8.8,53,17,1,65,1,265,65,65,65,0,265,265,265,0,0,0,0,0,0,0,0,0,18366,18366,18366,18366,0,0,0,0,0,1,65,1,265,28,20,0
10.0.2.15,62237,8.8.8.8,53,17,1,81,1,129,81,81,81,0,129,129,129,0,0,0,0,0,0,0,0,0,20445,20445,20445,20445,0,0,0,0,0,1,81,1,129,28,20,0
10.0.2.15,61606,173.194.122.27,443,17,4,4199,3,2816,65,1049,1378,656,60,938,1378,760,17354,21377,23613,3491,24204,32321,40439,11479,67010,67010,67010,67010,0,0,0,0,0,4,4199,3,2816,88,60,0
10.0.2.15,61608,173.194.112.66,443,17,6,6958,3,2817,68,1159,1378,534,61,939,1378,760,13399,23721,48140,14186,51,52732,105414,74502,118609,118609,118609,118609,0,0,0,0,0,6,6958,3,2817,128,60,0
10.0.2.15,61843,173.194.122.15,443,17,1,1378,7,8335,1378,1378,1378,0,67,1190,1378,495,0,0,0,0,150553,350430,600746,229295,8002773,0,263441,1053767,526883,1199607,2316335,3348333,1076865,0,344,1,2083,28,140,0
10.0.2.15,59531,8.8.8.8,53,17,1,81,1,129,81,81,81,0,129,129,129,0,0,0,0,0,0,0,0,0,20827,20827,20827,20827,0,0,0,0,0,1,81,1,129,28,20,0
10.0.2.15,61607,64.233.167.95,443,17,4,4202,3,2817,68,1050,1378,655,61,939,1378,760,16614,24803,37736,11331,30,22108,44187,31223,74410,74410,74410,74410,0,0,0,0,0,4,4202,3,2817,88,60,0
10.0.2.15,58697,8.8.8.8,53,17,1,68,1,118,68,68,68,0,118,118,118,0,0,0,0,0,0,0,0,0,20813,20813,20813,20813,0,0,0,0,0,1,68,1,118,28,20,0
10.0.2.15,62330,8.8.8.8,53,17,1,64,1,117,64,64,64,0,117,117,117,0,0,0,0,0,0,0,0,0,18299,18299,18299,18299,0,0,0,0,0,1,64,1,117,28,20,0
10.0.2.15,61605,8.8.8.8,53,17,1,59,0,0,59,59,59,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,28,0,0
10.0.2.15,59262,8.8.8.8,53,17,1,70,1,290,70,70,70,0,290,290,290,0,0,0,0,0,0,0,0,0,20306,20306,20306,20306,0,0,0,0,0,1,70,1,290,28,20,0
10.0.2.15,50251,8.8.8.8,53,17,1,57,1,265,57,57,57,0,265,265,265,0,0,0,0,0,0,0,0,0,19058,19058,19058,19058,0,0,0,0,0,1,57,1,265,28,20,0
10.0.2.15,55107,8.8.8.8,53,17,1,61,1,77,61,61,61,0,77,77,77,0,0,0,0,0,0,0,0,0,19580,19580,19580,19580,0,0,0,0,0,1,61,1,77,28,20,0
10.0.2.15,55290,173.194.122.5,443,17,31,7167,31,33033,65,231,1378,327,57,1065,1378,553,122,48558,442488,111046,7,47571,1114460,206370,3247285,27785,704099,1380413,956452,1839087,1839087,1839087,0,15,3583,15,16516,628,620,0
10.0.2.15,63044,8.8.8.8,53,17,1,59,1,270,59,59,59,0,270,270,270,0,0,0,0,0,0,0,0,0,21515,21515,21515,21515,0,0,0,0,0,1,59,1,270,28,20,0
10.0.2.15,63006,8.8.8.8,53,17,1,73,1,150,73,73,73,0,150,150,150,0,0,0,0,0,0,0,0,0,1264,1264,1264,1264,0,0,0,0,0,1,73,1,150,28,20,0
10.0.2.15,58624,8.8.8.8,53,17,1,64,1,121,64,64,64,0,121,121,121,0,0,0,0,0,0,0,0,0,54055,54055,54055,54055,0,0,0,0,0,1,64,1,121,28,20,0
10.0.2.15,50341,173.194.122.15,443,17,438,45883,425,515580,65,104,1378,114,49,1213,1378,408,79,7882,613459,47210,5,7951,658120,52351,9411933,48667,859813,3142383,1522698,1191599,1990892,2742687,776634,109,11470,106,128895,8768,8500,0
10.0.2.15,64624,173.194.122.11,443,17,3,2821,3,2816,65,940,1378,758,60,938,1378,760,4784,8315,11846,4993,11691,17907,24124,8791,38039,38039,38039,38039,0,0,0,0,0,3,2821,3,2816,68,60,0
10.0.2.15,52582,216.58.209.173,443,17,8,4850,9,5023,65,606,1378,651,57,558,1378,625,370,26285,45862,16736,41,11855,31033,14151,8392646,68520,78855,89191,14616,8234935,8234935,8234935,0,4,2425,4,2511,168,180,0
10.0.2.15,61605,8.8.4.4,53,17,1,59,1,152,59,59,59,0,152,152,152,0,0,0,0,0,0,0,0,0,22405,22405,22405,22405,0,0,0,0,0,1,59,1,152,28,20,0
10.0.2.15,58732,173.194.112.66,443,17,57,8064,92,109332,65,141,1378,249,61,1188,1378,414,151,10481,115328,22717,5,5834,150949,20892,4012911,141413,288240,435067,207644,3436431,3436431,3436431,0,28,4032,46,54666,1148,1840,0
10.0.2.15,63413,8.8.8.8,53,17,1,63,1,163,63,63,63,0,163,163,163,0,0,0,0,0,0,0,0,0,20561,20561,20561,20561,0,0,0,0,0,1,63,1,163,28,20,0
10.0.2.15,52187,8.8.8.8,53,17,1,66,1,270,66,66,66,0,270,270,270,0,0,0,0,0,0,0,0,0,18553,18553,18553,18553,0,0,0,0,0,1,66,1,270,28,20,0
10.0.2.15,64623,8.8.8.8,53,17,1,65,1,265,65,65,65,0,265,265,265,0,0,0,0,0,0,0,0,0,20961,20961,20961,20961,0,0,0,0,0,1,65,1,265,28,20,0
10.0.2.15,49916,8.8.8.8,53,17,1,69,1,264,69,69,69,0,264,264,264,0,0,0,0,0,0,0,0,0,21471,21471,21471,21471,0,0,0,0,0,1,69,1,264,28,20,0
10.0.2.15,53892,8.8.8.8,53,17,1,62,1,200,62,62,62,0,200,200,200,0,0,0,0,0,0,0,0,0,24715,24715,24715,24715,0,0,0,0,0,1,62,1,200,28,20,0
10.0.2.15,49946,8.8.8.8,53,17,1,57,1,125,57,57,57,0,125,125,125,0,0,0,0,0,0,0,0,0,1245,1245,1245,1245,0,0,0,0,0,1,57,1,125,28,20,0
10.0.2.15,62289,173.194.116.225,443,17,177,22469,292,267447,65,126,1378,216,45,915,1378,572,125,24877,995515,107010,5,14823,1026332,84971,11515029,102580,866839,3358412,1398375,1075667,1795208,2804243,725491,35,4493,58,53489,3548,5840,0
10.0.2.15,64283,8.8.8.8,53,17,1,69,1,155,69,69,69,0,155,155,155,0,0,0,0,0,0,0,0,0,19342,19342,19342,19342,0,0,0,0,0,1,69,1,155,28,20,0
10.0.2.15,56424,173.194.122.0,443,17,33,13539,33,30488,65,410,1378,470,57,923,1378,551,205,37877,400938,76739,14,35116,733312,130593,3832423,151632,587097,1022563,615841,2658228,2658228,2658228,0,16,6769,16,15244,668,660,0
10.0.2.15,64284,64.233.166.156,443,17,6,3854,5,3204,68,642,1378,599,61,640,1378,681,383,14559,25644,13030,43,6881,26097,12820,72799,72799,72799,72799,0,0,0,0,0,6,3854,5,3204,128,100,0
10.0.2.15,57874,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,17720,17720,17720,17720,0,0,0,0,0,1,59,1,117,28,20,0
10.0.2.15,55389,8.8.8.8,53,17,1,64,1,222,64,64,64,0,222,222,222,0,0,0,0,0,0,0,0,0,31457,31457,31457,31457,0,0,0,0,0,1,64,1,222,28,20,0
10.0.2.15,50772,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,17644,17644,17644,17644,0,0,0,0,0,1,59,1,117,28,20,0
10.0.2.15,61718,8.8.8.8,53,17,1,63,1,203,63,63,63,0,203,203,203,0,0,0,0,0,0,0,0,0,17654,17654,17654,17654,0,0,0,0,0,1,63,1,203,28,20,0
10.0.2.15,50343,173.194.116.244,443,17,10,7216,9,5260,68,721,1378,648,57,584,1378,629,14288,42397,88189,28651,18092,31359,59127,15351,9108628,49259,98926,176235,67850,3851421,4405924,4960427,784185,3,2405,3,1753,208,180,0
10.0.2.15,62236,8.8.8.8,53,17,1,58,1,122,58,58,58,0,122,122,122,0,0,0,0,0,0,0,0,0,16323,16323,16323,16323,0,0,0,0,0,1,58,1,122,28,20,0
10.0.2.15,62237,173.194.113.78,443,17,4,4199,3,2816,65,1049,1378,656,60,938,1378,760,7940,18248,32669,12867,24398,28599,32801,5941,76962,76962,76962,76962,0,0,0,0,0,4,4199,3,2816,88,60,0
10.0.2.15,56425,173.194.122.4,443,17,10,4218,7,5147,65,421,1378,517,61,735,1378,639,4641,26231,66010,23238,23,27322,113370,48467,3744043,45241,104924,164607,84404,3534195,3534195,3534195,0,5,2109,3,2573,208,140,0
10.0.2.15,49798,8.8.8.8,53,17,1,71,1,159,71,71,71,0,159,159,159,0,0,0,0,0,0,0,0,0,20958,20958,20958,20958,0,0,0,0,0,1,71,1,159,28,20,0
10.0.2.15,59206,8.8.8.8,53,17,1,75,1,163,75,75,75,0,163,163,163,0,0,0,0,0,0,0,0,0,21949,21949,21949,21949,0,0,0,0,0,1,75,1,163,28,20,0
10.0.2.15,53082,8.8.8.8,53,17,1,59,1,117,59,59,59,0,117,117,117,0,0,0,0,0,0,0,0,0,1375,1375,1375,1375,0,0,0,0,0,1,59,1,117,28,20,0
10.0.2.15,60935,8.8.8.8,53,17,1,72,1,290,72,72,72,0,290,290,290,0,0,0,0,0,0,0,0,0,16725,16725,16725,16725,0,0,0,0,0,1,72,1,290,28,20,0
10.0.2.15,57735,8.8.8.8,53,17,1,66,1,137,66,66,66,0,137,137,137,0,0,0,0,0,0,0,0,0,20382,20382,20382,20382,0,0,0,0,0,1,66,1,137,28,20,0
10.0.2.15,54081,8.8.8.8,53,17,1,71,1,162,71,71,71,0,162,162,162,0,0,0,0,0,0,0,0,0,19962,19962,19962,19962,0,0,0,0,0,1,71,1,162,28,20,0
10.0.2.15,49617,8.8.8.8,53,17,1,58,1,202,58,58,58,0,202,202,202,0,0,0,0,0,0,0,0,0,1536,1536,1536,1536,0,0,0,0,0,1,58,1,202,28,20,0
10.0.2.15,55366,8.8.8.8,53,17,1,58,1,145,58,58,58,0,145,145,145,0,0,0,0,0,0,0,0,0,24884,24884,24884,24884,0,0,0,0,0,1,58,1,145,28,20,0
10.0.2.15,56952,8.8.8.8,53,17,1,62,1,102,62,62,62,0,102,102,102,0,0,0,0,0,0,0,0,0,1159,1159,1159,1159,0,0,0,0,0,1,62,1,102,28,20,0
10.0.2.15,55324,8.8.8.8,53,17,1,65,1,121,65,65,65,0,121,121,121,0,0,0,0,0,0,0,0,0,16557,16557,16557,16557,0,0,0,0,0,1,65,1,121,28,20,0
10.0.2.15,57752,8.8.8.8,53,17,1,57,1,142,57,57,57,0,142,142,142,0,0,0,0,0,0,0,0,0,17775,17775,17775,17775,0,0,0,0,0,1,57,1,142,28,20,0
10.0.2.15,57209,8.8.8.8,53,17,1,62,1,165,62,62,62,0,165,165,165,0,0,0,0,0,0,0,0,0,36482,36482,36482,36482,0,0,0,0,0,1,62,1,165,28,20,0
10.0.2.15,63008,8.8.8.8,53,17,1,76,1,150,76,76,76,0,150,150,150,0,0,0,0,0,0,0,0,0,20662,20662,20662,20662,0,0,0,0,0,1,76,1,150,28,20,0
10.0.2.15,60516,8.8.8.8,53,17,1,57,0,0,57,57,57,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,28,0,0
10.0.2.15,57141,8.8.8.8,53,17,1,57,1,139,57,57,57,0,139,139,139,0,0,0,0,0,0,0,0,0,17739,17739,17739,17739,0,0,0,0,0,1,57,1,139,28,20,0
10.0.2.15,62934,8.8.8.8,53,17,1,62,1,123,62,62,62,0,123,123,123,0,0,0,0,0,0,0,0,0,16577,16577,16577,16577,0,0,0,0,0,1,62,1,123,28,20,0
10.0.2.15,51368,8.8.8.8,53,17,1,68,1,111,68,68,68,0,111,111,111,0,0,0,0,0,0,0,0,0,17708,17708,17708,17708,0,0,0,0,0,1,68,1,111,28,20,0
10.0.2.15,52583,173.194.122.26,443,17,12,5315,16,15331,65,442,1378,586,57,958,1378,586,392,105178,447346,154082,35,71779,503709,149359,14156747,106151,525890,945629,593600,13104967,13104967,13104967,0,6,2657,8,7665,248,320,0
10.0.2.15,60516,8.8.4.4,53,17,1,57,1,121,57,57,57,0,121,121,121,0,0,0,0,0,0,0,0,0,1428,1428,1428,1428,0,0,0,0,0,1,57,1,121,28,20,0
10.0.2.15,56822,8.8.8.8,53,17,1,73,1,116,73,73,73,0,116,116,116,0,0,0,0,0,0,0,0,0,18765,18765,18765,18765,0,0,0,0,0,1,73,1,116,28,20,0
10.0.2.15,55688,8.8.8.8,53,17,1,69,1,183,69,69,69,0,183,183,183,0,0,0,0,0,0,0,0,0,33179,33179,33179,33179,0,0,0,0,0,1,69,1,183,28,20,0
10.0.2.15,64680,8.8.8.8,53,17,1,56,1,245,56,56,56,0,245,245,245,0,0,0,0,0,0,0,0,0,1377,1377,1377,1377,0,0,0,0,0,1,56,1,245,28,20,0
10.0.2.15,52501,8.8.8.8,53,17,1,61,1,186,61,61,61,0,186,186,186,0,0,0,0,0,0,0,0,0,1452,1452,1452,1452,0,0,0,0,0,1,61,1,186,28,20,0
10.0.2.15,53755,212.58.246.41,80,6,6,1533,5,576,40,255,1325,523,40,115,412,165,592,88638,240249,131867,1036,17922,34808,23880,16736346,288,88939,265916,153266,4892614,8234764,11576915,4726514,2,511,1,192,248,204,0
10.0.2.15,53506,8.8.8.8,53,17,1,63,1,169,63,63,63,0,169,169,169,0,0,0,0,0,0,0,0,0,29439,29439,29439,29439,0,0,0,0,0,1,63,1,169,28,20,0
10.0.2.15,56030,8.8.8.8,53,17,1,62,1,103,62,62,62,0,103,103,103,0,0,0,0,0,0,0,0,0,16635,16635,16635,16635,0,0,0,0,0,1,62,1,103,28,20,0
10.0.2.15,63746,8.8.8.8,53,17,1,66,1,261,66,66,66,0,261,261,261,0,0,0,0,0,0,0,0,0,16471,16471,16471,16471,0,0,0,0,0,1,66,1,261,28,20,0
10.0.2.15,57617,8.8.8.8,53,17,1,61,1,282,61,61,61,0,282,282,282,0,0,0,0,0,0,0,0,0,18047,18047,18047,18047,0,0,0,0,0,1,61,1,282,28,20,0
10.0.2.15,63273,8.8.8.8,53,17,1,55,1,119,55,55,55,0,119,119,119,0,0,0,0,0,0,0,0,0,18611,18611,18611,18611,0,0,0,0,0,1,55,1,119,28,20,0
10.0.2.15,59127,8.8.8.8,53,17,1,66,1,134,66,66,66,0,134,134,134,0,0,0,0,0,0,0,0,0,17135,17135,17135,17135,0,0,0,0,0,1,66,1,134,28,20,0
10.0.2.15,54773,8.8.8.8,53,17,1,62,1,101,62,62,62,0,101,101,101,0,0,0,0,0,0,0,0,0,1125,1125,1125,1125,0,0,0,0,0,1,62,1,101,28,20,0
10.0.2.15,61245,8.8.8.8,53,17,1,66,1,170,66,66,66,0,170,170,170,0,0,0,0,0,0,0,0,0,16903,16903,16903,16903,0,0,0,0,0,1,66,1,170,28,20,0
10.0.2.15,61403,8.8.8.8,53,17,1,59,1,91,59,59,59,0,91,91,91,0,0,0,0,0,0,0,0,0,17506,17506,17506,17506,0,0,0,0,0,1,59,1,91,28,20,0
10.0.2.15,57653,8.8.8.8,53,17,1,64,1,144,64,64,64,0,144,144,144,0,0,0,0,0,0,0,0,0,26620,26620,26620,26620,0,0,0,0,0,1,64,1,144,28,20,0
10.0.2.15,63610,8.8.8.8,53,17,1,59,1,123,59,59,59,0,123,123,123,0,0,0,0,0,0,0,0,0,25333,25333,25333,25333,0,0,0,0,0,1,59,1,123,28,20,0
10.0.2.15,60131,8.8.8.8,53,17,1,57,1,191,57,57,57,0,191,191,191,0,0,0,0,0,0,0,0,0,17708,17708,17708,17708,0,0,0,0,0,1,57,1,191,28,20,0
10.0.2.15,57130,8.8.8.8,53,17,1,74,1,163,74,74,74,0,163,163,163,0,0,0,0,0,0,0,0,0,20439,20439,20439,20439,0,0,0,0,0,1,74,1,163,28,20,0
10.0.2.15,63640,8.8.8.8,53,17,1,64,1,108,64,64,64,0,108,108,108,0,0,0,0,0,0,0,0,0,17602,17602,17602,17602,0,0,0,0,0,1,64,1,108,28,20,0
10.0.2.15,55603,8.8.8.8,53,17,1,63,1,141,63,63,63,0,141,141,141,0,0,0,0,0,0,0,0,0,1329,1329,1329,1329,0,0,0,0,0,1,63,1,141,28,20,0
10.0.2.15,57601,8.8.8.8,53,17,1,64,1,80,64,64,64,0,80,80,80,0,0,0,0,0,0,0,0,0,16547,16547,16547,16547,0,0,0,0,0,1,64,1,80,28,20,0
10.0.2.15,57164,8.8.4.4,53,17,1,66,1,165,66,66,66,0,165,165,165,0,0,0,0,0,0,0,0,0,17123,17123,17123,17123,0,0,0,0,0,1,66,1,165,28,20,0
10.0.2.15,57164,8.8.8.8,53,17,1,66,0,0,66,66,66,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,28,0,0
10.0.2.15,61149,8.8.8.8,53,17,1,64,1,192,64,64,64,0,192,192,192,0,0,0,0,0,0,0,0,0,1441,1441,1441,1441,0,0,0,0,0,1,64,1,192,28,20,0
10.0.2.15,56278,8.8.8.8,53,17,1,61,1,167,61,61,61,0,167,167,167,0,0,0,0,0,0,0,0,0,18891,18891,18891,18891,0,0,0,0,0,1,61,1,167,28,20,0
10.0.2.15,51131,8.8.8.8,53,17,1,56,1,91,56,56,56,0,91,91,91,0,0,0,0,0,0,0,0,0,16560,16560,16560,16560,0,0,0,0,0,1,56,1,91,28,20,0
10.0.2.15,56350,8.8.8.8,53,17,1,68,1,112,68,68,68,0,112,112,112,0,0,0,0,0,0,0,0,0,36709,36709,36709,36709,0,0,0,0,0,1,68,1,112,28,20,0
10.0.2.15,53733,173.194.122.25,443,6,16,1521,18,1037,40,95,557,132,40,57,186,39,98,47012,404673,134142,20,20352,205576,61468,240017586,169,60694,421943,159296,14758967,39932120,45012294,12332501,2,217,2,148,648,724,0
10.0.2.15,62290,173.194.122.15,443,17,194,23519,331,389258,53,121,1378,190,57,1176,1378,443,147,20711,537337,65063,6,11547,572202,54333,33914040,46467,983788,3780427,1864429,2395947,9992961,23784346,11964261,48,5879,82,97314,3888,6620,0
